,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
4046,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.396893,-99.190306",1150000.0,MXN,1139596.67,60589.45,,650.0,,1769.2307692307693,,,,http://bellavista.properati.com.mx/o65w_venta_casa_bellavista_avestruz_0_braulio-fermin
4047,sell,house,|Cuauhtémoc|Distrito Federal|México|,"19.424171,-99.159991",7823333.0,MXN,7752560.88,412183.9,,135.0,,57950.61481481481,,,,http://cuauhtemoc.properati.com.mx/nevd_venta_casa_cuauhtemoc_cordoba_0_ivan-andres
4048,sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.467279,-99.060562",3500000.0,MXN,3468337.99,184402.69,,178.0,,19662.921348314605,,,,http://villa-de-aragon.properati.com.mx/iyi7_venta_casa_villa-de-aragon_villa-de-nezahualcoyotl
4049,sell,apartment,|Tlalpan|Distrito Federal|México|,"19.2981689,-99.1131054",1260000.0,MXN,1248897.75,66400.71,48.0,48.0,1383.3481250000002,26250.0,,,,http://tlalpan.properati.com.mx/ohcz_venta_departamento_tlalpan_all-in-1-mexico-real-estate_656
4050,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.380392,-99.14769",2270000.0,MXN,2249998.41,119626.68,65.0,65.0,1840.4104615384613,34923.07692307692,,,,http://benito-juarez.properati.com.mx/nyti_venta_departamento_benito-juarez_decision-inmobiliaria
4051,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.360063,-99.200741",7900000.0,MXN,7828534.43,416223.22,,270.0,,29259.25925925926,,,,http://las-aguilas.properati.com.mx/mus5_venta_casa_las-aguilas_luis-kuhne_1_encontrandomilugar-s-a-de-c-v
4052,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.372724,-99.137094",757000.0,MXN,750151.81,39883.66,,69.0,,10971.014492753624,,,,http://benito-juarez.properati.com.mx/np0n_venta_departamento_benito-juarez_valdivia_111_jose-camacho
4053,sell,apartment,|Tlalpan|Distrito Federal|México|,,4600000.0,MXN,4559467.98,242415.29,186.0,212.0,1303.3080107526882,21698.11320754717,,,,http://santa-ursula-xitla.properati.com.mx/kmkb_venta_departamento_santa-ursula-xitla_grupo-navel_bp7
4054,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.387209,-99.222038",1858000.0,MXN,1841628.63,97914.7,,150.0,,12386.666666666666,,,,http://alvaro-obregon.properati.com.mx/r142_venta_departamento_alvaro-obregon_camino-a-santa-fe_606_enrique-segura
4055,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.377369,-99.198052",1217688.0,MXN,1206958.56,64170.91,,90.0,,13529.866666666669,,,,http://alfonso-xiii.properati.com.mx/r3z8_venta_departamento_alfonso-xiii_olivar-no-_29_jose-maria
4056,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.235328,-99.121824",824000.0,MXN,838937.9,44604.19,49.0,49.0,910.2895918367348,16816.326530612245,,1.0,,http://azcapotzalco.properati.com.mx/4dt_venta_apartamento_azcapotzalco
4057,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.390062,-99.192293",1800000.0,MXN,1784139.7,94858.16,,64.0,,28125.0,,,,http://8-de-agosto.properati.com.mx/r9of_venta_departamento_8-de-agosto_toltecas_0_federico-arturo
4058,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4366635,-99.193057",16250000.0,MXN,16106816.77,856358.39,0.0,165.0,,98484.84848484848,,,,http://miguel-hidalgo-df.properati.com.mx/g2jl_venta_departamento_miguel-hidalgo
4059,sell,house,|La Magdalena Contreras|Distrito Federal|México|,"19.325205,-99.229523",5110000.0,MXN,5064974.25,269291.77,,100.0,,51100.0,,,,http://san-jeronimo-lidice.properati.com.mx/raxf_venta_casa_san-jeronimo-lidice_cerrada-clavel_0_juan-jose-hdez-c
4060,sell,house,|La Magdalena Contreras|Distrito Federal|México|,"19.318155,-99.220718",6800000.0,MXN,6738485.18,358268.08,,229.0,,29694.323144104805,,,,http://san-jeronimo-aculco-la-magdalena-contreras.properati.com.mx/p3a1_venta_casa_san-jeronimo-aculco_inventario-inmobiliario-7
4061,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.445553,-99.097057",966781.0,MXN,958035.21,50936.29,,60.0,,16113.016666666666,,,,http://venustiano-carranza.properati.com.mx/p5j7_venta_departamento_venustiano-carranza_damasco_114_adami-delgadillo
4062,sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",2350000.0,USD,44199975.0,2350000.0,470.0,0.0,5000.0,,,,,http://cancun.properati.com.mx/h039_venta_casa_cancun
4063,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.384724,-99.145619",2350000.0,MXN,2328741.13,123813.23,,145.0,,16206.896551724138,,,,http://benito-juarez.properati.com.mx/o96s_venta_departamento_benito-juarez_cumbres-de-maltrata_0_margarita-carbajal_c7v
4064,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.469418,-99.164299",1060000.0,MXN,1050410.9,55847.67,,65.0,,16307.692307692309,,,,http://azcapotzalco.properati.com.mx/muyf_venta_departamento_azcapotzalco_sandra-susana-diaz-alcantara
4065,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.082655,-86.857162",3600000.0,MXN,3568279.4,189716.32,5000.0,0.0,37.943264,,,,,http://cancun.properati.com.mx/qc01_venta_departamento_cancun_yvonne-kuhne-notholt
4066,sell,apartment,|Coyoacán|Distrito Federal|México|,"19.30618,-99.161962",1121000.0,MXN,1110858.97,59061.54,,72.0,,15569.444444444443,,,,http://el-caracol.properati.com.mx/pjcn_venta_departamento_el-caracol_avenida-del-iman_727_javier-perez-rodriguez
4067,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,1222592.0,USD,22995121.63,1222592.0,579.0,153.0,2111.5578583765114,7990.797385620915,,,,http://miguel-hidalgo-df.properati.com.mx/k9cd_venta_departamento_miguel-hidalgo_marinco
4068,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.451597,-99.196136",2150000.0,MXN,2130550.51,113275.94,,53.0,,40566.03773584906,,,,http://miguel-hidalgo-df.properati.com.mx/pxtc_venta_departamento_miguel-hidalgo_homu-inmobiliaria
4069,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.450028,-99.163061",370000.0,MXN,366739.79,19498.62,,60.0,,6166.666666666667,,,,http://cuauhtemoc.properati.com.mx/r1cv_venta_departamento_cuauhtemoc_salvador-diaz-miron_219_adami-delgadillo
4070,sell,house,|Tlalpan|Distrito Federal|México|,"19.281164,-99.20237",1382165.0,MXN,1369661.48,72821.41,,200.0,,6910.825,,,,http://tlalpan.properati.com.mx/q6pg_venta_casa_tlalpan_jose-casimiro-chowell-num-20_20_tomas-gonzalez
4071,sell,store,|Solidaridad|Quintana Roo|México|,,380000.0,USD,7147230.0,380000.0,116.0,74.0,3275.862068965517,5135.135135135135,,,,http://playa-del-carmen.properati.com.mx/b511_venta_local_playa-del-carmen
4072,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,,590000.0,MXN,584801.21,31092.39,62.0,62.0,501.4901612903226,9516.129032258064,,,,http://venustiano-carranza.properati.com.mx/n7y4_venta_departamento_venustiano-carranza_invest-capital
4073,sell,house,|Cancún|Benito Juárez|Quintana Roo|México|,"21.129963,-86.879533",952106.0,MXN,943492.85,50163.11,,94.0,,10128.787234042553,,,,http://villa-marino.properati.com.mx/o91g_venta_casa_villa-marino_housebook
4074,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.452689,-99.117987",897866.0,MXN,889743.61,47305.4,,65.0,,13813.323076923078,,,,http://venustiano-carranza.properati.com.mx/mb89_venta_departamento_venustiano-carranza_cobre_239_ivan-andres
4075,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3753941,-99.1820661",4300000.0,MXN,4261101.03,226551.88,108.0,108.0,2097.7025925925927,39814.81481481482,,,,http://benito-juarez.properati.com.mx/ng98_venta_departamento_benito-juarez_quality-unique
4076,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.478815,-99.196831",1450000.0,MXN,1436882.88,76395.4,,64.0,,22656.25,,,,http://industrial-san-antonio.properati.com.mx/ovun_venta_departamento_industrial-san-antonio_inventario-inmobiliario-7
4077,sell,apartment,|Azcapotzalco|Distrito Federal|México|,,3502323.0,MXN,3470639.96,184525.08,,100.0,,35023.23,,,,http://azcapotzalco.properati.com.mx/n41y_venta_departamento_azcapotzalco_s-n_house-inmobiliaria
4078,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.380937,-99.179545",3160000.0,MXN,3131413.62,166489.28,,84.0,,37619.04761904762,,,,http://benito-juarez.properati.com.mx/pdfa_venta_departamento_benito-juarez_baltimore_76_javier-perez-rodriguez
4079,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.390982,-99.243919",830000.0,USD,15611055.0,830000.0,0.0,250.0,,3320.0,,,,http://miguel-hidalgo-df.properati.com.mx/p7cg_venta_departamento_miguel-hidalgo_brabasa-inmobiliaria
4080,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.412142,-99.146127",850000.0,MXN,842310.64,44783.51,,75.0,,11333.333333333334,,,,http://cuauhtemoc.properati.com.mx/pia6_venta_departamento_cuauhtemoc_doctor-duran_39_ivonne-santillan
4081,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.443178,-99.144234",1380000.0,MXN,1367516.0,72707.34,,42.0,,32857.142857142855,,,,http://cuauhtemoc.properati.com.mx/pe3h_venta_departamento_cuauhtemoc_inventario-inmobiliario-6
4082,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.3605334,-99.2267067",8000000.0,MXN,7929509.74,421591.82,430.0,513.0,980.4460930232558,15594.541910331383,,,,http://alvaro-obregon.properati.com.mx/p72m_venta_casa_alvaro-obregon_soc-rc-asesores-s-de-r-l-de-c-v
4083,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1579193,-86.8238997",9000000.0,MXN,8920698.51,474290.8,300.0,300.0,1580.9693333333332,30000.0,,,,http://cancun.properati.com.mx/d7p1_venta_departamento_cancun
4084,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.365917,-99.196977",759740.0,MXN,752867.01,40028.02,,70.0,,10853.42857142857,,,,http://merced-gomez.properati.com.mx/pq5j_venta_departamento_merced-gomez_centenario_94_victor-alberto-ramirez-diaz
4085,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.380292,-99.168756",1900000.0,MXN,1882811.91,100104.31,,76.0,,25000.0,,,,http://benito-juarez.properati.com.mx/nk52_venta_departamento_benito-juarez_av-coyoacan_1016_alejandra-sanchez_c9s
4086,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.392256,-99.156281",2526620.0,MXN,2503763.44,133118.72,,76.0,,33245.0,,,,http://benito-juarez.properati.com.mx/4sid_venta_departamentos_benito-juarez_cuauhtemoc_590
4087,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.440749,-99.141649",1410000.0,MXN,1397244.71,74287.94,,90.0,,15666.666666666666,,,,http://cuauhtemoc.properati.com.mx/r2pj_venta_departamento_cuauhtemoc_pedro-moreno_37_alberto-carrillo-mendez
4088,sell,house,|Xochimilco|Distrito Federal|México|,"19.278835,-99.140062",11995000.0,MXN,11886489.93,631974.37,,672.0,,17849.70238095238,,,,http://santa-maria-tepepan.properati.com.mx/ph73_venta_casa_santa-maria-tepepan_club-aleman_79_sergio-gudino
4089,sell,house,|Xochimilco|Distrito Federal|México|,"19.269556,-99.144673",4137334.0,MXN,4099906.54,217981.58,,200.0,,20686.67,,,,http://xochimilco.properati.com.mx/pttx_venta_casa_xochimilco_abasolo_0_pedro-mendoza
4090,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.373629,-99.051204",649000.0,MXN,643128.82,34193.52,,47.0,,13808.510638297872,,,,http://iztapalapa.properati.com.mx/o9m4_venta_departamento_iztapalapa_marcelino_60_elizabeth-hernandez
4091,sell,apartment,|Iztacalco|Distrito Federal|México|,,838193.0,MXN,830610.44,44161.44,,51.0,,16435.156862745098,,,,http://iztacalco.properati.com.mx/p2qm_venta_departamento_iztacalco_jorge-trejo_c56
4092,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.318989,-99.094437",817930.0,MXN,810530.67,43093.85,,49.0,,16692.448979591838,,,,http://iztapalapa.properati.com.mx/p36g_venta_departamento_iztapalapa_jorge-trejo_c56
4093,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,,2846000.0,MXN,2820254.26,149945.73,,,,,,2.0,,http://alvaro-obregon.properati.com.mx/q21k_venta_departamento_alvaro-obregon_alfa-inmobiliaria-zubiandi_de2
4094,sell,apartment,|Tlalpan|Distrito Federal|México|,"19.2812510467,-99.1872954369",815000.0,MXN,807818.68,42949.66,71.0,71.0,604.9247887323944,11478.87323943662,,,,http://tlalpan.properati.com.mx/d1kp_venta_departamento_tlalpan
4095,sell,apartment,|Iztacalco|Distrito Federal|México|,"19.418403,-99.06818",799000.0,MXN,791772.02,42096.5,,46.0,,17369.565217391304,,,,http://iztacalco.properati.com.mx/orjb_venta_departamento_iztacalco_calle-uno_300_arboledas-grupo-inmobiliario
4096,sell,house,|Azcapotzalco|Distrito Federal|México|,"19.464928,-99.180214",6850000.0,MXN,6789642.79,360988.0,,350.0,,19571.42857142857,,,,http://claveria.properati.com.mx/rcgz_venta_casa_claveria_herrera-promotoria-bienes-raices
4097,sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.492571,-99.143539",,,,,0.0,0.0,,,,,,http://gustavo-a-madero.properati.com.mx/r6iy_venta_casa_gustavo-a-madero_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
4098,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.380474,-99.245664",741000.0,MXN,734296.62,39040.68,,96.0,,7718.75,,,,http://alvaro-obregon.properati.com.mx/obqi_venta_casa_alvaro-obregon_miguel-negrete_0_santiago-luna
4099,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.474655,-99.189277",610823.0,MXN,605297.21,32182.11,,80.0,,7635.2875,,,,http://angel-zimbron.properati.com.mx/pvft_venta_departamento_angel-zimbron_aquiles-serdan_430_jose-camacho
4100,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.364388,-99.229659",1040667.0,MXN,1031252.75,54829.08,,65.0,,16010.261538461538,,,,http://alvaro-obregon.properati.com.mx/kzz8_venta_departamento_alvaro-obregon_pregoneros_2_octavio-morales-martinez
4101,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.337619,-99.101746",559000.0,MXN,553943.05,29451.74,,43.0,,13000.0,,,,http://el-mirador-iztapalapa.properati.com.mx/mop5_venta_departamento_el-mirador_luna_omar-flores
4102,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.366738,-99.14554",1224000.0,MXN,1212927.25,64488.25,,90.0,,13600.0,,,,http://benito-juarez.properati.com.mx/orov_venta_departamento_benito-juarez_belgica_507_ubaldo-velasco
4103,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.333312,-99.07315",1032080.0,MXN,1022743.4,54376.66,,69.0,,14957.68115942029,,,,http://sabadell-bellavista.properati.com.mx/niug_venta_departamento_sabadell-bellavista_nautla_1_juan-jose-hernandez-ramirez
4104,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.436693,-99.210841",19750000.0,MXN,19571336.08,1040558.05,,207.0,,95410.62801932367,,,,http://miguel-hidalgo-df.properati.com.mx/r95c_venta_departamento_miguel-hidalgo_lagrange_206_monteprincipe-inmobiliaria
4105,sell,house,|Benito Juárez|Distrito Federal|México|,"19.358427,-99.148769",4080800.0,MXN,4043883.92,215003.0,,428.0,,9534.579439252337,,,,http://benito-juarez.properati.com.mx/pi6c_venta_casa_benito-juarez_canarias_1222_laura-partida
4106,sell,apartment,|Tulum|Quintana Roo|México|,,185900.0,USD,3496500.15,185900.0,,76.0,,2446.0526315789475,,,,http://tulum.properati.com.mx/oj06_venta_departamento_tulum_0_1_thomas-benes
4107,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.366883,-99.172281",2440667.0,MXN,2418588.02,128590.16,,80.0,,30508.3375,,,,http://benito-juarez.properati.com.mx/pw46_venta_departamento_benito-juarez_av-coyoacan_1617_lic-joaquin-osvaldo-ugalde-hdez
4108,sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,,2138000.0,MXN,2119161.4,112670.41,,340.0,,6288.235294117647,,,,http://gustavo-a-madero.properati.com.mx/racb_venta_departamento_gustavo-a-madero_heriberto-frias_0_alberto-carrillo-mendez
4109,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",9000000.0,MXN,8918583.49,474178.35,0.0,280.0,,32142.85714285714,,,,http://cuajimalpa-de-morelos.properati.com.mx/h18l_venta_departamento_cuajimalpa-de-morelos
4110,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.375983,-99.017354",685000.0,MXN,678964.27,36098.8,,56.0,,12232.142857142857,,,,http://iztapalapa.properati.com.mx/rata_venta_departamento_iztapalapa_francisco-cesar-morales_61_laura-ramirez_dad
4111,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.363524,-99.247303",740000.0,MXN,733305.6,38987.99,,50.0,,14800.0,,,,http://alvaro-obregon.properati.com.mx/qv6m_venta_departamento_alvaro-obregon_av-tamaulipas_1150_jorge-ramirez-linares
4112,sell,apartment,|Iztapalapa|Distrito Federal|México|,,790000.0,MXN,782853.4,41622.32,,,,,,2.0,,http://san-juan-xalpa.properati.com.mx/o1cm_venta_departamento_san-juan-xalpa_alfa-inmobiliaria-oikos_dec
4113,sell,house,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",550000.0,USD,10344675.0,550000.0,304.0,588.0,1809.210526315789,935.374149659864,3.0,,,http://cancun.properati.com.mx/hii4_venta_casa_cancun
4114,sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.444723,-99.186447",,,,,0.0,0.0,,,,,,http://miguel-hidalgo-df.properati.com.mx/r8e2_venta_casa_miguel-hidalgo_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
4115,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.425659624,-99.060587883",670000.0,MXN,664096.34,35308.31,22.0,49.0,1604.9231818181818,13673.469387755102,,,,http://venustiano-carranza.properati.com.mx/quia_venta_departamento_venustiano-carranza_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
4116,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.436516,-99.173988",4995400.0,MXN,4950210.24,263190.06,0.0,107.0,,46685.98130841122,,,,http://miguel-hidalgo-df.properati.com.mx/oxpk_venta_departamento_miguel-hidalgo_capis-real-estate_clg
4117,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",238000.0,USD,4476423.0,238000.0,0.0,175.0,,1360.0,,,,http://cancun.properati.com.mx/cwt7_venta_departamento_cancun
4118,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,17500000.0,MXN,17345802.64,922232.11,158.0,158.0,5836.912088607595,110759.49367088608,,,,http://miguel-hidalgo-df.properati.com.mx/kyfa_venta_departamento_miguel-hidalgo_realtors-mx
4119,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,,17500000.0,MXN,17345802.64,922232.11,290.0,290.0,3180.110724137931,60344.8275862069,,,,http://santa-fe.properati.com.mx/q0zp_venta_departamento_santa-fe_immoble-bienes-raices
4120,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3674235,-99.185752",2685000.0,MXN,2660710.59,141463.2,67.0,67.0,2111.3910447761195,40074.62686567164,,2.0,,http://benito-juarez.properati.com.mx/nmqr_venta_departamento_benito-juarez_promotores-inmobiliarios_99b
4121,sell,apartment,|Tlalpan|Distrito Federal|México|,"19.271467,-99.146309",2396000.0,MXN,2374325.04,126236.81,,97.0,,24701.03092783505,,,,http://fuentes-de-tepepan.properati.com.mx/p5ka_venta_departamento_fuentes-de-tepepan_inventario-inmobiliario-6
4122,sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,,15990000.0,MXN,15849107.78,842656.66,1363.0,300.0,618.2367278063097,53300.0,1.0,,,http://cuajimalpa-de-morelos.properati.com.mx/k56a_venta_casa_cuajimalpa-de-morelos
4123,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.437708,-99.162265",2400000.0,MXN,2378288.93,126447.56,,66.0,,36363.63636363636,,,,http://cuauhtemoc.properati.com.mx/q5jv_venta_departamento_cuauhtemoc_guillermo-prieto_45_yaniz-mendoza
4124,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",11500000.0,MXN,11395967.83,605894.56,244.0,244.0,2483.1744262295083,47131.147540983606,,,,http://cancun.properati.com.mx/l994_venta_departamento_cancun_imc-inmobiliaria-cancun
4125,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3867842,-99.1771664",4925597.0,MXN,4882196.07,259573.92,91.0,91.0,2852.46065934066,54127.43956043956,,,,http://benito-juarez.properati.com.mx/p3ys_venta_departamento_benito-juarez_quality-bicofi
4126,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.366708,-99.205907",743000.0,MXN,736278.48,39146.05,,65.0,,11430.76923076923,,,,http://benito-juarez.properati.com.mx/ko8n_venta_departamento_lomas-de-plateros_avenida-centenario_283_miguel-angel-heredia-juarez
4127,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.35757,-99.287349",3000000.0,MXN,2972861.16,158059.45,,60.0,,50000.0,,,,http://lomas-de-memetla.properati.com.mx/quq8_venta_departamento_lomas-de-memetla_callejon-de-la-cruz_casas-y-mas-grupo-inmobiliario
4128,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.491802,-99.200867",661000.0,MXN,655020.3,34825.76,,55.0,,12018.181818181818,,,,http://san-juan-tlihuaca.properati.com.mx/ki3f_venta_departamento_san-juan-tlihuaca_fortunato-zuazua_161_octavio-morales-martinez
4129,sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",2250000.0,MXN,2230174.62,118572.7,0.0,0.0,,,,,,http://cancun.properati.com.mx/p8ax_venta_casa_cancun_j-inmobiliaria
4130,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.407816,-99.129707",1060000.0,MXN,1050410.9,55847.67,,50.0,,21200.0,,,,http://cuauhtemoc.properati.com.mx/oi97_venta_departamento_cuauhtemoc_chabacano_109_ricardo-bahena-leyte
4131,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.372724,-99.137094",757000.0,MXN,750151.81,39883.66,,286.0,,2646.853146853147,,,,http://benito-juarez.properati.com.mx/qcjg_venta_departamento_benito-juarez_valdivia_111_enrique-segura
4132,sell,house,|Benito Juárez|Quintana Roo|México|,"21.1442996,-86.8480258",2600000.0,MXN,2577090.63,137017.34,194.0,289.0,706.2749484536082,8996.539792387543,3.0,,,http://cancun.properati.com.mx/j2rw_venta_casa_cancun
4133,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.384553,-99.2491233",10595219.0,MXN,10787295.05,573532.98,198.0,,2896.631212121212,,,,,http://bosques-de-las-lomas.properati.com.mx/o51p_venta_departamento_bosques-de-las-lomas_desarrolladora-del-parque
4134,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",4358600.0,MXN,4319170.77,229639.3,,100.0,,43586.0,,,,http://benito-juarez.properati.com.mx/pqbb_venta_departamento_benito-juarez_inventario-inmobiliario-5
4135,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4366477,-99.2004096",800200.0,USD,15050561.7,800200.0,0.0,170.0,,4707.058823529412,,,,http://miguel-hidalgo-df.properati.com.mx/jpb7_venta_departamento_miguel-hidalgo
4136,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.452301,-99.207422",750000.0,MXN,743215.24,39514.86,,56.0,,13392.857142857143,,,,http://mexico-nuevo.properati.com.mx/qb7i_venta_departamento_mexico-nuevo_santa-cruz-cacalco_7709_edith-diaz
4137,sell,house,|Tlalpan|Distrito Federal|México|,"19.284672,-99.220367",1620000.0,MXN,1605344.97,85352.1,,150.0,,10800.0,,,,http://heroes-de-padierna-tlalpan.properati.com.mx/o9j1_venta_casa_heroes-de-padierna_irma-gomez
4138,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.381089,-99.172861",6547050.0,MXN,6487823.55,344941.04,,145.0,,45152.06896551724,,,,http://benito-juarez.properati.com.mx/muvm_venta_departamento_benito-juarez_patricio-sanz_1127_bandin-city-house
4139,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3757,-99.196831",1217688.0,MXN,1206672.29,64155.69,,80.0,,15221.1,,,,http://alfonso-xiii.properati.com.mx/ns5i_venta_departamento_alfonso-xiii_olivar_29_ubaldo-velasco
4140,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.359032,-99.14383",3901700.0,MXN,3866404.09,205566.85,,76.0,,51338.15789473684,,,,http://benito-juarez.properati.com.mx/pc9g_venta_departamento_benito-juarez_nevado_1_encontrandomilugar-s-a-de-c-v
4141,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.365917,-99.196977",759740.0,MXN,752867.01,40028.02,,65.0,,11688.307692307691,,,,http://merced-gomez.properati.com.mx/p84x_venta_departamento_merced-gomez_centenario_94_jorge-ramirez-linares
4142,sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3904162,-99.2550003",1000000.0,USD,18808500.0,1000000.0,300.0,,3333.333333333333,,,3.0,,http://bosques-de-las-lomas.properati.com.mx/gu6u_venta_casa_bosques-de-las-lomas
4143,sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.4531418,-99.1802147",10500000.0,MXN,10407481.65,553339.27,476.0,860.0,1162.4774579831933,12209.302325581397,,,,http://miguel-hidalgo-df.properati.com.mx/bwqv_venta_casa_miguel-hidalgo
4144,sell,store,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6303717601,-87.0689485074",565000.0,USD,10626802.5,565000.0,0.0,165.0,,3424.242424242424,,,,http://playa-del-carmen-centro.properati.com.mx/d3xl_venta_local_playa-del-carmen-centro
4145,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.398044,-99.174323",1350000.0,MXN,1337787.47,71126.75,,70.0,,19285.714285714286,,,,http://benito-juarez.properati.com.mx/q46h_venta_departamento_benito-juarez_galveston_60_leticia-pineda-bustamante
4146,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.399461,-99.175182",953333.0,MXN,944708.82,50227.76,,90.0,,10592.58888888889,,,,http://escandon-miguel-hidalgo.properati.com.mx/pmzy_venta_departamento_escandon_de-la-union_196_marcelina-hernandez
4147,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,135000.0,MXN,133810.44,7114.36,0.0,480.0,,281.25,,,,http://cuajimalpa-de-morelos.properati.com.mx/q1as_venta_casa_cuajimalpa-de-morelos_promotores-inmobiliarios_eh4
4148,sell,house,|Benito Juárez|Quintana Roo|México|,"21.159901519,-86.8224771995",2550000.0,MXN,2527531.18,134382.39,0.0,125.0,,20400.0,2.0,,,http://cancun.properati.com.mx/l18j_venta_casa_cancun_inter-brokers-business-realty
4149,sell,house,|Benito Juárez|Quintana Roo|México|,"21.139721,-86.892776",4000000.0,MXN,3963814.82,210745.93,,200.0,,20000.0,,,,http://benito-juarez-quintana-roo.properati.com.mx/nzgy_venta_casa_benito-juarez_jose-penaloza
